user_id,business_id
39FT2Ui8KUXwmUt6hnwy-g,DuMWyxL4DMcy5A8MXD_67w
39FT2Ui8KUXwmUt6hnwy-g,raOX2DM3BHjkdOy41BGFJw
39FT2Ui8KUXwmUt6hnwy-g,xiNBWLfditvEZ_GAbGUbCw
39FT2Ui8KUXwmUt6hnwy-g,VEFtI92ux6Q9PwMMrm0T-g
39FT2Ui8KUXwmUt6hnwy-g,ACukMRSxEraQmQqjWsvKPQ
39FT2Ui8KUXwmUt6hnwy-g,MTtI2bqoNHN_0m2cHbY2ug
39FT2Ui8KUXwmUt6hnwy-g,IP-q2lMq654sboZLwzYaig
39FT2Ui8KUXwmUt6hnwy-g,nRo8ZR3UO1Kt6XwIMbMy1w
39FT2Ui8KUXwmUt6hnwy-g,NdgsBrZKSsmCNBDfj_0L0A
39FT2Ui8KUXwmUt6hnwy-g,44FSoN5Wj2B9vZTTYHlQZQ
39FT2Ui8KUXwmUt6hnwy-g,bCa0CY4F74N5lCEVOquKkg
39FT2Ui8KUXwmUt6hnwy-g,I3Saf0s5ybDKprYPPNWqtA
39FT2Ui8KUXwmUt6hnwy-g,-kyvpeXIuQDKIYDkAK7ryw
39FT2Ui8KUXwmUt6hnwy-g,0KjY3gmtqQjc4sK-uG-6fQ
39FT2Ui8KUXwmUt6hnwy-g,3OKwP3ylofhDJDtWJQu5GQ
39FT2Ui8KUXwmUt6hnwy-g,VyjyHoBg3KC5BSFRlD0ZPQ
39FT2Ui8KUXwmUt6hnwy-g,aqCOsEhjCHVqaFPRt8MCRg
39FT2Ui8KUXwmUt6hnwy-g,oSS4sjOEjsubAKdTuAErfw
39FT2Ui8KUXwmUt6hnwy-g,906qsOYOdCxUHhJm5T5YrQ
39FT2Ui8KUXwmUt6hnwy-g,kwjjDjQXgw08ehpjy9ldoA
39FT2Ui8KUXwmUt6hnwy-g,nMUSAPBxlvR8PBPDEsV52g
39FT2Ui8KUXwmUt6hnwy-g,E-wETrdq1uImd6lX6x8Qxw
39FT2Ui8KUXwmUt6hnwy-g,anzCdD5eIEHwydTpXhLlUA
39FT2Ui8KUXwmUt6hnwy-g,eCeFBHucdjbZkJlry8EALw
39FT2Ui8KUXwmUt6hnwy-g,u-3wk-2mnsjy0YIoEg_XjQ
39FT2Ui8KUXwmUt6hnwy-g,66VUcHJlDmRANxSb9skvMA
39FT2Ui8KUXwmUt6hnwy-g,zWo2a6QPIuC-sSJURJ02Hw
39FT2Ui8KUXwmUt6hnwy-g,S4NHg4GZD35HzzibJAxXDw
39FT2Ui8KUXwmUt6hnwy-g,68jn0s0snbO5dhasLaVvDw
39FT2Ui8KUXwmUt6hnwy-g,8HdiVkuvU_uRsJug52g7Wg
39FT2Ui8KUXwmUt6hnwy-g,kfP2LXyH1misyw3wHEOneA
39FT2Ui8KUXwmUt6hnwy-g,4GJc_Ls4f2uVptSfFQTL5g
39FT2Ui8KUXwmUt6hnwy-g,VOAO6ip7GwK4McQZbRa60g
39FT2Ui8KUXwmUt6hnwy-g,LPnbHWVedn2oX3WGkHOJSQ
39FT2Ui8KUXwmUt6hnwy-g,3uOxuJUnx72b86-3NKhX0A
39FT2Ui8KUXwmUt6hnwy-g,rFRNjwr6Z3r4agQG-LtluA
39FT2Ui8KUXwmUt6hnwy-g,ejcVeQztxXY6NX2O2SE0Rw
39FT2Ui8KUXwmUt6hnwy-g,Pe9kznAqPNFOZ6Ly1qmE0A
39FT2Ui8KUXwmUt6hnwy-g,bQ_wtZvMb__OhprY5bF9aQ
39FT2Ui8KUXwmUt6hnwy-g,8xTuXU5uZ85WF-ZGqDNv_w
39FT2Ui8KUXwmUt6hnwy-g,An_U8woQkFVsMqVblkImZQ
39FT2Ui8KUXwmUt6hnwy-g,qE9yIXn2GQb2-4a_qOOKzg
39FT2Ui8KUXwmUt6hnwy-g,7q7qaGPUUCqMljdIGwzvFQ
39FT2Ui8KUXwmUt6hnwy-g,xuAY1qnAMrzkNyTd0K0Tcg
39FT2Ui8KUXwmUt6hnwy-g,uhb7nSskHRm5RFbGkGlGwQ
39FT2Ui8KUXwmUt6hnwy-g,Z5kjUEm1A18l864gb3XA8A
39FT2Ui8KUXwmUt6hnwy-g,Z5L-jOexcqCXfXWTIWnYlw
39FT2Ui8KUXwmUt6hnwy-g,FjyZX8MwtveCowW0TR11dg
39FT2Ui8KUXwmUt6hnwy-g,J4CATH00YZrq8Bne2S4_cw
39FT2Ui8KUXwmUt6hnwy-g,i0rVOregYLFcp7C1RKoE3g
39FT2Ui8KUXwmUt6hnwy-g,OoI3WUe4Xl86d53avy3oVA
39FT2Ui8KUXwmUt6hnwy-g,IZrGUQHkxOxyDmifE6p7bw
39FT2Ui8KUXwmUt6hnwy-g,7HIa2lYy5jgcZuADlRjKSg
39FT2Ui8KUXwmUt6hnwy-g,TDtggQc6j_HjmQXS5QjzeA
39FT2Ui8KUXwmUt6hnwy-g,fg9Pwv9jDwZz0L02nJtGVA
39FT2Ui8KUXwmUt6hnwy-g,i2dnic7VdQ3NyiQQWUXHbA
39FT2Ui8KUXwmUt6hnwy-g,9IpKGHaPy3hhXo9g5Bt7lg
39FT2Ui8KUXwmUt6hnwy-g,93aPUKvmTH0TDIyAeMhRNw
39FT2Ui8KUXwmUt6hnwy-g,w4a6TuFWArSc29dB51rPNA
39FT2Ui8KUXwmUt6hnwy-g,6Eks3cn0UGUqQjXxXpSPDg
39FT2Ui8KUXwmUt6hnwy-g,TFDT0ueZ3b3uyyMzhJFHTA
39FT2Ui8KUXwmUt6hnwy-g,ZbHE1ZncONeH-q93GuVGdA
39FT2Ui8KUXwmUt6hnwy-g,ydcNlRMKs93AQpOhVkSrGQ
39FT2Ui8KUXwmUt6hnwy-g,6c9e9qH_AdBYQnm7dyiDAQ
39FT2Ui8KUXwmUt6hnwy-g,r8Jr-7YfkhJL2nxk9lxUNg
39FT2Ui8KUXwmUt6hnwy-g,Asy49gKgikq_NkYsC_7c0Q
39FT2Ui8KUXwmUt6hnwy-g,_ucDskZqK5w1QHkoA_nlRw
39FT2Ui8KUXwmUt6hnwy-g,C-oKwqnAPa1KJZhMOox60w
39FT2Ui8KUXwmUt6hnwy-g,dIUHCuiAlzkxfgCEOtky8w
39FT2Ui8KUXwmUt6hnwy-g,a4MVM9E9022sYFrrYWy9DQ
39FT2Ui8KUXwmUt6hnwy-g,i4SZYnZOM984FpkJXnzcvw
39FT2Ui8KUXwmUt6hnwy-g,-zbcosKSMGDhaZYN-CrcVA
39FT2Ui8KUXwmUt6hnwy-g,vgA3g9yQDQSABsxmQLtDkQ
39FT2Ui8KUXwmUt6hnwy-g,pKk7jCFIm96qDdk0laVT2w
39FT2Ui8KUXwmUt6hnwy-g,50tjBMTlIbFBxjTRXAVZHQ
39FT2Ui8KUXwmUt6hnwy-g,RQu_Bv7EFf5NKMnh_3E7Ag
39FT2Ui8KUXwmUt6hnwy-g,NOz8W_cUV3Dw5yLgFkKLGw
39FT2Ui8KUXwmUt6hnwy-g,a_ozcQNKgUOW4Lr0NQq4qg
39FT2Ui8KUXwmUt6hnwy-g,wkUVdJTeWQiY7U-gOOMYWQ
39FT2Ui8KUXwmUt6hnwy-g,a0v7Si0DK4cIko7AQY4YXg
39FT2Ui8KUXwmUt6hnwy-g,YkOCo5ipV2he2WXIAlZb-A
39FT2Ui8KUXwmUt6hnwy-g,sKA6EOpxvBtCg7Ipuhl1RQ
39FT2Ui8KUXwmUt6hnwy-g,v6HupiIVNu5Ocdb0k_hppA
39FT2Ui8KUXwmUt6hnwy-g,GXDRFAunLh0aRao6ERnM4A
39FT2Ui8KUXwmUt6hnwy-g,BHWIl_wI7P58JrODocBjkg
39FT2Ui8KUXwmUt6hnwy-g,J9yr8q9iFDwdkdrm0Y3GdA
39FT2Ui8KUXwmUt6hnwy-g,Q4WmBfRD6rcTSXVZqjKC5Q
39FT2Ui8KUXwmUt6hnwy-g,rTS8LsUmNIiXsXydE49tPA
39FT2Ui8KUXwmUt6hnwy-g,y0qIyD4Y1TzFjVo0LgFTiQ
39FT2Ui8KUXwmUt6hnwy-g,pJxbs4qsbd9lVYiLLc6Eig
39FT2Ui8KUXwmUt6hnwy-g,i3PXMoEBODGkxKFYF3a9cA
39FT2Ui8KUXwmUt6hnwy-g,X1NrsMUbGgi0qEW3TojqfQ
39FT2Ui8KUXwmUt6hnwy-g,5xYk23lz0ktdMvzHtohymQ
39FT2Ui8KUXwmUt6hnwy-g,zKqWjDZHo-lk7_E3hHkORg
39FT2Ui8KUXwmUt6hnwy-g,JdXWoFcLDxE7OhC63r8zAQ
39FT2Ui8KUXwmUt6hnwy-g,o6-VStvJVzpdcfdsyfe9qg
39FT2Ui8KUXwmUt6hnwy-g,m97jaBYRscg-hqDjMVIIWg
39FT2Ui8KUXwmUt6hnwy-g,yQab5dxZzgBLTEHCw9V7_w
39FT2Ui8KUXwmUt6hnwy-g,W035pMPJuocijd0BLfHaiw
39FT2Ui8KUXwmUt6hnwy-g,ik0y2ZYiMQBVQsyDDyOzfw
39FT2Ui8KUXwmUt6hnwy-g,0sPOBQHlVvuhO1h-1p1ccQ
39FT2Ui8KUXwmUt6hnwy-g,sG3MhGiT3oSyzHdHLtWRyQ
39FT2Ui8KUXwmUt6hnwy-g,AbgNPAnuq8X90DUw5FQ2sQ
39FT2Ui8KUXwmUt6hnwy-g,n_rEQNgsCOLNfMzGqFhn1g
39FT2Ui8KUXwmUt6hnwy-g,Q3nButmAU4F-v55S5I3vEw
39FT2Ui8KUXwmUt6hnwy-g,DxgSVufr_6y_Rc63CC17Zg
39FT2Ui8KUXwmUt6hnwy-g,PAJlmByrU8zAB3WsXxA30Q
39FT2Ui8KUXwmUt6hnwy-g,4JNXUYY8wbaaDmk3BPzlWw
39FT2Ui8KUXwmUt6hnwy-g,iA8Ve2sZKN5Vz3mYKrtCaQ
39FT2Ui8KUXwmUt6hnwy-g,z15C-dJodOlPO8bMBl6F8g
39FT2Ui8KUXwmUt6hnwy-g,Vs7gc9EE3k9wARuUcN9piA
39FT2Ui8KUXwmUt6hnwy-g,8YG7PRoZuHeKii0rtNvJFQ
39FT2Ui8KUXwmUt6hnwy-g,9M6eqYZlyBMo8K9QztXcIA
39FT2Ui8KUXwmUt6hnwy-g,XlZ2Row0pszDilc5WmXiZQ
39FT2Ui8KUXwmUt6hnwy-g,7mV10OWvWZlvQahmoBrKTw
39FT2Ui8KUXwmUt6hnwy-g,8rtd2ZoeNMHjCQQnWuZ-bQ
39FT2Ui8KUXwmUt6hnwy-g,476CROJauLg6CtssqHRxmA
39FT2Ui8KUXwmUt6hnwy-g,FvXZcRB8bocNMDvFUnoWhg
39FT2Ui8KUXwmUt6hnwy-g,67Pa_CtXthgJzXfY8JzLDQ
39FT2Ui8KUXwmUt6hnwy-g,slVkMoNTCGI2rOhMaL5u5A
39FT2Ui8KUXwmUt6hnwy-g,QFPS9JBNdOOHVP0C3pSslw
39FT2Ui8KUXwmUt6hnwy-g,ud45YT67UCbtNfRxNeR2Yg
39FT2Ui8KUXwmUt6hnwy-g,XKPosZx2j4RHcZ8Ewdwj0A
39FT2Ui8KUXwmUt6hnwy-g,VUtazCTIc0aoOrQprP_s-Q
39FT2Ui8KUXwmUt6hnwy-g,9SrZRDl7-ZfuENCo0DjfsQ
39FT2Ui8KUXwmUt6hnwy-g,AuIiqDeL65kczmiFSkAWrA
39FT2Ui8KUXwmUt6hnwy-g,cUwNW5NEua_yMcAx-X2sMg
39FT2Ui8KUXwmUt6hnwy-g,j28T6ZuP1mLHe3m36COOpQ
39FT2Ui8KUXwmUt6hnwy-g,Qb4sJ4ssSX1clY2wEAOmsA
39FT2Ui8KUXwmUt6hnwy-g,FaGtI6jCKR650CiERd0Q_w
39FT2Ui8KUXwmUt6hnwy-g,aGiISkkcEhciE7LCj7MekA
39FT2Ui8KUXwmUt6hnwy-g,Eg_M8eeu9SDEdbP7iUmVbQ
39FT2Ui8KUXwmUt6hnwy-g,-JFVxwdVQfX207554dx1nw
39FT2Ui8KUXwmUt6hnwy-g,47guZqFjz2V5TJcdtvooJw
39FT2Ui8KUXwmUt6hnwy-g,jPsYewglXykobaR7F14Ykw
39FT2Ui8KUXwmUt6hnwy-g,b1WGIdd_oSwGYZtC769Shw
39FT2Ui8KUXwmUt6hnwy-g,WMpXWa8iiEaDzb4vLTZjcw
39FT2Ui8KUXwmUt6hnwy-g,-kG0N8sBhBotMbu0KVSPaw
39FT2Ui8KUXwmUt6hnwy-g,i4l_Qr_zIz6PgyDktkf5dA
39FT2Ui8KUXwmUt6hnwy-g,VnZ7QP7OnJD8dJIFk91-Yw
39FT2Ui8KUXwmUt6hnwy-g,Kn23LDd740SBVJ7mum0fwg
39FT2Ui8KUXwmUt6hnwy-g,XS1Zx6GzjtKPKmhDuVw5Jg
39FT2Ui8KUXwmUt6hnwy-g,D3MfMrIoNV4_aXPj0bi1BQ
39FT2Ui8KUXwmUt6hnwy-g,Kvm-YTwOrexgqxZ25CRi-w
39FT2Ui8KUXwmUt6hnwy-g,JFaTPxWQC14VmFnXLv7W1g
39FT2Ui8KUXwmUt6hnwy-g,slx9qstc2U2Tc4s7dzbbBg
39FT2Ui8KUXwmUt6hnwy-g,9nTF596jDvBBia2EXXiOOg
39FT2Ui8KUXwmUt6hnwy-g,B_WggEKFq-ZFNui8CHPYvA
39FT2Ui8KUXwmUt6hnwy-g,mmMihsgFSb_7fp5rAXiW_A
39FT2Ui8KUXwmUt6hnwy-g,e2ApirIzYID9xIye0r_gKQ
39FT2Ui8KUXwmUt6hnwy-g,y0x795PyDX8JL_oyIaTUiQ
39FT2Ui8KUXwmUt6hnwy-g,V_TxEdzeEs8P5nGPANOY7A
39FT2Ui8KUXwmUt6hnwy-g,E7Heu5iT3D1WsfxlFROgEA
39FT2Ui8KUXwmUt6hnwy-g,JW0563rcbzqvCVIoXOagQQ
39FT2Ui8KUXwmUt6hnwy-g,tDXQBKBKN-4kJnCL-BqRbA
39FT2Ui8KUXwmUt6hnwy-g,rgnvT2gHHfW_jW1ZbIa_-g
39FT2Ui8KUXwmUt6hnwy-g,3vxIqhm2jCVjkUWtmDvTsw
39FT2Ui8KUXwmUt6hnwy-g,PRBSiB7ytkLKHVZoBYPxpQ
39FT2Ui8KUXwmUt6hnwy-g,H6skMpg_g-sOrfTQf_Q5LQ
39FT2Ui8KUXwmUt6hnwy-g,6OkjUz-I552moryf3qN1Gg
39FT2Ui8KUXwmUt6hnwy-g,6W3hdaCjx_n1kADEuORduA
39FT2Ui8KUXwmUt6hnwy-g,POJL-N7Smw1UZMP_xldFwg
39FT2Ui8KUXwmUt6hnwy-g,8mx_TpMhpFLdQi_K5aPdOg
39FT2Ui8KUXwmUt6hnwy-g,Av0k1bRSDC9UjVoQXQaZYA
39FT2Ui8KUXwmUt6hnwy-g,r388dQHh4aYgmY6JCThYUQ
39FT2Ui8KUXwmUt6hnwy-g,ZZF5iqlKFBWJSGSZzWHMzA
39FT2Ui8KUXwmUt6hnwy-g,KsWGy-WuTUm5ve5lFUOCfg
39FT2Ui8KUXwmUt6hnwy-g,jYqOPpSmtKbKzf0Z_g-Oyg
39FT2Ui8KUXwmUt6hnwy-g,HRRQeHMo7VN53b9isQ_qdA
39FT2Ui8KUXwmUt6hnwy-g,TkvzXqOKLqVTCrHG5GSEuQ
39FT2Ui8KUXwmUt6hnwy-g,mnI_n7A8sxgOSmtgI3wzQQ
39FT2Ui8KUXwmUt6hnwy-g,liGn7sPOvUuy3kcwbhRkbA
39FT2Ui8KUXwmUt6hnwy-g,6UqOXFic_vu2JLGuu8YD6A
39FT2Ui8KUXwmUt6hnwy-g,x9SL1nCaUYM4JP91UrVkxQ
39FT2Ui8KUXwmUt6hnwy-g,2g_auUWw7c3c2CUTgVqI8Q
39FT2Ui8KUXwmUt6hnwy-g,hD03alkIFsIyoN2rszpeOw
39FT2Ui8KUXwmUt6hnwy-g,mgc8BmE6Tdt4MVOy6siZoA
39FT2Ui8KUXwmUt6hnwy-g,w5CSi-An5meLnxjKSFn0wQ
39FT2Ui8KUXwmUt6hnwy-g,k3fn9JFiNLNy2q5p0cE1kg
39FT2Ui8KUXwmUt6hnwy-g,oNn16x2Ubv60RAibmJ2uSA
39FT2Ui8KUXwmUt6hnwy-g,UQTKPKEzm6513DknF7Scqg
39FT2Ui8KUXwmUt6hnwy-g,NS8ECwXYwxy3WT2y2BYGBA
39FT2Ui8KUXwmUt6hnwy-g,T8-13dD8mV2qUI53wsUL6g
39FT2Ui8KUXwmUt6hnwy-g,XrcB7Of1KfHlkeXYpHLIrw
39FT2Ui8KUXwmUt6hnwy-g,XBbuCmvFnfFd8JdQz4IvqQ
39FT2Ui8KUXwmUt6hnwy-g,adbcOhZ54xwjkilzh0FrZg
39FT2Ui8KUXwmUt6hnwy-g,vyEwNjo1MKKwt20Hcgr1dA
39FT2Ui8KUXwmUt6hnwy-g,7VWtmHsd4HSNDkF5f5xnng
39FT2Ui8KUXwmUt6hnwy-g,3ViGD_AF1AUmxF4zeHB_kQ
39FT2Ui8KUXwmUt6hnwy-g,VBcmyBxAPcpzbbnPbFfttA
39FT2Ui8KUXwmUt6hnwy-g,ZrS5rhJ4OvXQG_38wPEWlA
39FT2Ui8KUXwmUt6hnwy-g,enVV_GttZ2UYT3cxArtNWQ
39FT2Ui8KUXwmUt6hnwy-g,LVLctMJ018ShlsFkIuYGTg
39FT2Ui8KUXwmUt6hnwy-g,5KcrEqWVHrkBH9W8H6cC9w
39FT2Ui8KUXwmUt6hnwy-g,YU2XR_ZY-g2VzDpi7KMzEw
39FT2Ui8KUXwmUt6hnwy-g,S3kcGHznDcyzsxkOhSZeLg
39FT2Ui8KUXwmUt6hnwy-g,vWFhRvHVIJAzIeOX4g_YcA
39FT2Ui8KUXwmUt6hnwy-g,frBAaI0FRj1BwnToT1AFZA
39FT2Ui8KUXwmUt6hnwy-g,338D7EQfInzHV8Ve1b0-eQ
39FT2Ui8KUXwmUt6hnwy-g,T3ASfec34b8-uYr3xZj8Lw
39FT2Ui8KUXwmUt6hnwy-g,Td5dMlTHHnLHvo8Fg4SL1g
39FT2Ui8KUXwmUt6hnwy-g,ikglIr6lytozzOh9KFqurQ
39FT2Ui8KUXwmUt6hnwy-g,d8lmIZIqmBC9oPM8y1dc7Q
39FT2Ui8KUXwmUt6hnwy-g,rioQ_p2pILNbJ4Xp5jW6-Q
39FT2Ui8KUXwmUt6hnwy-g,E8JxHzlUrwio8gxV9k8a9Q
39FT2Ui8KUXwmUt6hnwy-g,EIeU3coTP9V2qcmHhr60Yw
39FT2Ui8KUXwmUt6hnwy-g,1jpYP-JNOEYCMIzP4OlGuQ
39FT2Ui8KUXwmUt6hnwy-g,pomGBqfbxcqPv14c3XH-ZQ
0FVcoJko1kfZCrJRfssfIA,zTNFyAXMEkgVP-o_HTC2xw
0FVcoJko1kfZCrJRfssfIA,7zec5DCEukcx8GRFn9LbLQ
0FVcoJko1kfZCrJRfssfIA,zpoZ6WyQUYff18-z4ZU1mA
0FVcoJko1kfZCrJRfssfIA,JpxjQWZbmjWlgAeMSVNGBA
0FVcoJko1kfZCrJRfssfIA,3uIXuw878fNjxZ2Li1diFg
0FVcoJko1kfZCrJRfssfIA,5T6kFKFycym_GkhgOiysIw
0FVcoJko1kfZCrJRfssfIA,v2M0OYZKtX9tBeJ8041R0Q
0FVcoJko1kfZCrJRfssfIA,oeQaMFH0VoC2b_24x0smMA
0FVcoJko1kfZCrJRfssfIA,6B9efpi2tiublqt8NbjyIA
0FVcoJko1kfZCrJRfssfIA,uhb7nSskHRm5RFbGkGlGwQ
0FVcoJko1kfZCrJRfssfIA,BxKe9Xt_fN6qBzrTofHuEQ
0FVcoJko1kfZCrJRfssfIA,CAxHrXoPrbf0e0AYFPhv6g
0FVcoJko1kfZCrJRfssfIA,E6ZQcz49HADpQh2b7GNgrw
0FVcoJko1kfZCrJRfssfIA,KqGOFK0v45x8evM9Bxly_A
0FVcoJko1kfZCrJRfssfIA,pJGfdoRYWqBU1aVfxWvThA
0FVcoJko1kfZCrJRfssfIA,SnMUTGhY2nW2Ldb0QJAjAg
0FVcoJko1kfZCrJRfssfIA,uANuB3YVqjRWychfyhXJvA
0FVcoJko1kfZCrJRfssfIA,0-8DTqVaY9RJU0PAWD2l6Q
0FVcoJko1kfZCrJRfssfIA,Lk2I8GTjKLd_R1drktNWNg
0FVcoJko1kfZCrJRfssfIA,Ye4uQAkfHbh8w0cCXCCLjQ
0FVcoJko1kfZCrJRfssfIA,fjMXGgOr3aCxnN48kovZ_Q
0FVcoJko1kfZCrJRfssfIA,XQJr9_jZR1vOoZVcZfDDwQ
0FVcoJko1kfZCrJRfssfIA,YkWT4n-pPDlPJKfkfXVL1w
0FVcoJko1kfZCrJRfssfIA,7Us3dn3v9o2xMSXA6qztLg
0FVcoJko1kfZCrJRfssfIA,OoI3WUe4Xl86d53avy3oVA
0FVcoJko1kfZCrJRfssfIA,pApj2g2hbXEJfp0-Ib6oVw
0FVcoJko1kfZCrJRfssfIA,ag8gM2YKZkjndCvl2ti7kQ
0FVcoJko1kfZCrJRfssfIA,71bwX-tbmq4su8H7Q9oLOQ
0FVcoJko1kfZCrJRfssfIA,JVbhg2uUmjp0Acs72gP7rA
0FVcoJko1kfZCrJRfssfIA,V6YcXm6mtKTjsYJxEK5HVA
0FVcoJko1kfZCrJRfssfIA,P84szQgNBqLmw_vsTmQ2PQ
0FVcoJko1kfZCrJRfssfIA,v1AE1LLWDOqe8ubOzqKADg
